,Game_Id,Home_Score,Home_Team,Visitor_Score,Visitor_Team,Winner
3048,2009020420,1,FLA,2,ATL,ATL
3049,2009020421,2,CBJ,3,COL,COL
3050,2009020422,1,PIT,2,CHI,CHI
3051,2009020423,4,T.B,0,NYI,T.B
3052,2009020424,3,NSH,5,MIN,MIN
3053,2009020425,3,PHX,2,OTT,PHX
3054,2009020426,1,S.J,2,CGY,CGY
3055,2009020427,1,NYR,3,DET,DET
3056,2009020428,3,ANA,4,OTT,OTT
3057,2009020429,0,BUF,3,N.J,N.J
3058,2009020430,5,TOR,2,ATL,TOR
3059,2009020431,3,MTL,1,PHI,MTL
3060,2009020432,2,PIT,3,CAR,CAR
3061,2009020433,0,T.B,3,WSH,WSH
3062,2009020434,2,FLA,3,EDM,EDM
3063,2009020435,0,STL,4,COL,COL
3064,2009020436,2,PHX,0,MIN,PHX
3065,2009020437,2,L.A,1,CGY,L.A
3066,2009020438,6,PHI,2,NYI,PHI
3067,2009020439,1,OTT,4,MTL,MTL
3068,2009020440,4,NSH,2,VAN,NSH
3069,2009020441,4,ANA,3,DAL,ANA
3070,2009020442,3,BUF,0,WSH,BUF
3071,2009020443,3,TOR,2,NYI,TOR
3072,2009020444,4,N.J,2,CAR,N.J
3073,2009020445,3,CBJ,0,FLA,CBJ
3074,2009020446,2,T.B,3,EDM,EDM
3075,2009020447,0,DET,1,STL,STL
3076,2009020448,2,CHI,1,NYR,CHI
3077,2009020449,0,COL,1,MIN,MIN
3078,2009020450,3,CGY,1,ATL,CGY
3079,2009020451,4,S.J,5,L.A,L.A
3080,2009020452,5,BOS,2,TOR,BOS
3081,2009020453,0,PHI,2,OTT,OTT
3082,2009020454,2,MTL,3,PIT,PIT
3083,2009020455,4,NSH,3,CBJ,NSH
3084,2009020456,4,VAN,2,ATL,VAN
3085,2009020457,3,L.A,2,PHX,L.A
3086,2009020458,2,N.J,4,FLA,FLA
3087,2009020459,4,WSH,3,CAR,WSH
3088,2009020460,2,BUF,1,CHI,BUF
3089,2009020461,3,DET,2,ANA,DET
3090,2009020462,3,STL,5,EDM,EDM
3091,2009020463,2,COL,1,T.B,COL
3092,2009020464,1,CGY,2,MIN,MIN
3093,2009020465,2,S.J,3,DAL,DAL
3094,2009020466,6,TOR,3,WSH,TOR
3095,2009020467,4,OTT,2,CAR,OTT
3096,2009020468,4,N.J,1,PHI,N.J
3097,2009020469,3,NYI,2,BOS,NYI
3098,2009020470,2,NYR,3,BUF,BUF
3099,2009020471,4,ATL,3,MTL,ATL
3100,2009020472,1,CBJ,3,ANA,ANA
3101,2009020473,3,PIT,2,FLA,PIT
3102,2009020474,2,NSH,3,DET,DET
3103,2009020475,2,PHX,1,S.J,PHX
3104,2009020476,4,VAN,3,MIN,VAN
3105,2009020477,3,L.A,2,DAL,L.A
3106,2009020478,4,CHI,0,T.B,CHI
3107,2009020479,3,COL,2,CGY,COL
3108,2009020480,1,BOS,3,PHI,PHI
3109,2009020481,3,TOR,2,OTT,TOR
3110,2009020482,1,NYI,7,FLA,FLA
3111,2009020483,2,NYR,3,ATL,ATL
3112,2009020484,3,CBJ,5,NSH,NSH
3113,2009020485,3,MTL,4,BUF,BUF
3114,2009020486,3,DET,2,PHX,DET
3115,2009020487,3,VAN,1,L.A,VAN
3116,2009020488,6,PIT,1,PHI,PIT
3117,2009020489,4,STL,3,CGY,STL
3118,2009020490,7,NSH,4,T.B,NSH
3119,2009020491,2,MIN,1,CBJ,MIN
3120,2009020492,1,COL,6,WSH,WSH
3121,2009020493,2,EDM,3,L.A,L.A
3122,2009020494,2,N.J,1,MTL,N.J
3123,2009020495,1,NYR,2,NYI,NYI
3124,2009020496,5,CAR,3,DAL,CAR
3125,2009020497,3,TOR,6,PHX,PHX
3126,2009020498,2,OTT,0,BUF,OTT
3127,2009020499,4,FLA,3,ATL,FLA
3128,2009020500,3,CHI,0,STL,CHI
3129,2009020501,2,VAN,3,ANA,ANA
3130,2009020502,1,MTL,3,MIN,MIN
3131,2009020503,2,NYI,5,NYR,NYR
3132,2009020504,2,PHI,3,PIT,PIT
3133,2009020505,6,ATL,5,DAL,ATL
3134,2009020506,1,CBJ,2,PHX,PHX
3135,2009020507,3,DET,0,T.B,DET
3136,2009020508,2,CGY,1,L.A,CGY
3137,2009020509,3,EDM,6,NSH,NSH
3138,2009020510,4,S.J,1,ANA,S.J
3139,2009020511,4,N.J,2,OTT,N.J
3140,2009020512,5,BUF,2,TOR,BUF
3141,2009020513,6,FLA,3,CAR,FLA
3142,2009020514,3,STL,6,T.B,T.B
3143,2009020515,5,CHI,4,BOS,CHI
3144,2009020516,3,VAN,2,WSH,VAN
3145,2009020517,1,PHI,2,NYR,NYR
3146,2009020518,4,DAL,3,DET,DAL
3147,2009020519,4,ANA,2,PHX,ANA
3148,2009020520,1,BUF,2,PIT,PIT
3149,2009020521,2,TOR,0,BOS,TOR
3150,2009020522,4,OTT,1,MIN,OTT
3151,2009020523,0,NYI,3,MTL,MTL
3152,2009020524,3,CAR,2,FLA,CAR
3153,2009020525,4,ATL,5,N.J,N.J
3154,2009020526,3,CGY,5,NSH,NSH
3155,2009020527,5,COL,2,CBJ,COL
3156,2009020528,2,EDM,4,WSH,WSH
3157,2009020529,3,CHI,0,DET,CHI
3158,2009020530,1,VAN,3,STL,STL
3159,2009020531,2,TOR,3,BUF,BUF
3160,2009020532,2,NYI,4,T.B,T.B
3161,2009020533,1,PHI,4,FLA,FLA
3162,2009020534,1,CAR,3,NYR,NYR
3163,2009020535,3,ATL,4,MTL,MTL
3164,2009020536,0,OTT,2,BOS,BOS
3165,2009020537,0,PIT,4,N.J,N.J
3166,2009020538,3,MIN,4,COL,COL
3167,2009020539,2,DAL,4,S.J,S.J
3168,2009020540,2,EDM,7,STL,STL
3169,2009020541,5,PHX,2,CBJ,PHX
3170,2009020542,2,CHI,3,S.J,S.J
3171,2009020543,2,COL,4,ANA,ANA
3172,2009020544,4,VAN,1,NSH,VAN
3173,2009020545,6,BOS,4,ATL,BOS
3174,2009020546,3,NYI,1,TOR,NYI
3175,2009020547,4,NYR,1,FLA,NYR
3176,2009020548,8,PIT,2,OTT,PIT
3177,2009020549,5,WSH,2,BUF,WSH
3178,2009020550,1,CAR,5,MTL,MTL
3179,2009020551,3,MIN,1,EDM,MIN
3180,2009020552,2,T.B,5,PHI,PHI
3181,2009020553,0,DET,3,CHI,CHI
3182,2009020554,3,DAL,1,CBJ,DAL
3183,2009020555,4,PHX,0,ANA,PHX
3184,2009020556,1,CGY,2,STL,STL
3185,2009020557,2,BUF,3,OTT,OTT
3186,2009020558,2,TOR,3,MTL,MTL
3187,2009020559,2,NYR,3,NYI,NYI
3188,2009020560,4,WSH,1,N.J,WSH
3189,2009020561,3,CAR,4,PHI,PHI
3190,2009020562,2,DET,1,CBJ,DET
3191,2009020563,4,T.B,3,ATL,T.B
3192,2009020564,1,NSH,4,CHI,CHI
3193,2009020565,4,MIN,3,STL,MIN
3194,2009020566,3,PHX,2,L.A,PHX
3195,2009020567,4,COL,1,DAL,COL
3196,2009020568,4,VAN,1,EDM,VAN
3197,2009020569,5,S.J,2,ANA,S.J
3198,2009020570,1,NYI,2,PHI,PHI
3199,2009020571,1,FLA,2,BOS,BOS
3200,2009020572,3,STL,5,BUF,BUF
3201,2009020573,3,PIT,4,TOR,TOR
3202,2009020574,5,CHI,4,NSH,CHI
3203,2009020575,1,CGY,5,VAN,VAN
3204,2009020576,3,N.J,2,ATL,N.J
3205,2009020577,3,WSH,6,CAR,CAR
3206,2009020578,1,CBJ,0,DET,CBJ
3207,2009020579,4,OTT,2,MTL,OTT
3208,2009020580,2,T.B,1,BOS,T.B
3209,2009020581,1,EDM,4,CGY,CGY
3210,2009020582,3,L.A,4,MIN,MIN
3211,2009020583,3,S.J,2,PHX,S.J
3212,2009020584,4,BUF,3,PIT,BUF
3213,2009020585,2,NYI,1,CBJ,NYI
3214,2009020586,3,STL,4,NSH,NSH
3215,2009020587,5,DAL,4,CHI,DAL
3216,2009020588,3,PHX,2,VAN,PHX
3217,2009020589,4,ANA,2,MIN,ANA
3218,2009020590,4,BOS,0,ATL,BOS
3219,2009020591,2,N.J,0,PIT,N.J
3220,2009020592,0,NYR,6,PHI,PHI
3221,2009020593,1,T.B,2,MTL,MTL
3222,2009020594,3,OTT,4,COL,COL
3223,2009020595,2,CGY,1,L.A,CGY
3224,2009020596,3,EDM,1,TOR,EDM
3225,2009020597,5,S.J,2,WSH,S.J
3226,2009020598,4,FLA,5,MTL,MTL
3227,2009020599,3,OTT,2,NYI,OTT
3228,2009020600,4,DET,2,COL,DET
3229,2009020601,1,CBJ,2,NSH,NSH
3230,2009020602,2,PHX,3,S.J,S.J
3231,2009020603,1,CAR,2,NYR,NYR
3232,2009020604,3,STL,4,VAN,VAN
3233,2009020605,2,MIN,5,L.A,L.A
3234,2009020606,5,DAL,3,ANA,DAL
3235,2009020607,5,CHI,1,N.J,CHI
3236,2009020608,2,CGY,1,EDM,CGY
3237,2009020609,2,BOS,1,PHI,BOS
3238,2009020610,4,BUF,3,ATL,BUF
3239,2009020611,1,NYR,2,CAR,CAR
3240,2009020612,1,DAL,3,VAN,VAN
3241,2009020613,3,T.B,1,PIT,T.B
3242,2009020614,2,L.A,1,WSH,L.A
3243,2009020615,6,NYI,5,ATL,NYI
3244,2009020616,2,CBJ,3,COL,COL
3245,2009020617,3,CGY,1,TOR,CGY
3246,2009020618,3,STL,6,CHI,CHI
3247,2009020619,3,NSH,1,ANA,NSH
3248,2009020620,3,MIN,5,N.J,N.J
3249,2009020621,1,PHX,4,DET,DET
3250,2009020622,4,S.J,1,EDM,S.J
3251,2009020623,0,MTL,1,BUF,BUF
3252,2009020624,7,OTT,4,PHI,OTT
3253,2009020625,6,FLA,2,PIT,FLA
3254,2009020626,5,CHI,2,ANA,CHI
3255,2009020627,3,NYR,2,BOS,NYR
3256,2009020628,2,S.J,6,L.A,L.A
3257,2009020629,3,TOR,2,FLA,TOR
3258,2009020630,4,N.J,0,DAL,N.J
3259,2009020631,4,WSH,2,MTL,WSH
3260,2009020632,1,OTT,4,BOS,BOS
3261,2009020633,5,PIT,2,ATL,PIT
3262,2009020634,1,NSH,3,CGY,CGY
3263,2009020635,4,CHI,1,MIN,CHI
3264,2009020636,4,EDM,5,PHX,PHX
3265,2009020637,7,VAN,3,CBJ,VAN
3266,2009020638,4,ANA,1,DET,ANA
3267,2009020639,5,BUF,3,T.B,BUF
3268,2009020640,5,NYR,2,DAL,NYR
3269,2009020641,6,PHI,2,TOR,PHI
3270,2009020642,4,MIN,1,CGY,MIN
3271,2009020643,2,COL,3,NYI,NYI
3272,2009020644,2,S.J,1,STL,S.J
3273,2009020645,2,BOS,5,CHI,CHI
3274,2009020646,5,WSH,2,OTT,WSH
3275,2009020647,2,ATL,1,NYR,ATL
3276,2009020648,2,MTL,0,FLA,MTL
3277,2009020649,4,PIT,7,PHI,PHI
3278,2009020650,4,NSH,2,CAR,NSH
3279,2009020651,2,EDM,4,CBJ,CBJ
3280,2009020652,4,VAN,0,PHX,VAN
3281,2009020653,4,ANA,2,STL,ANA
3282,2009020654,1,L.A,2,DET,DET
3283,2009020655,2,N.J,4,T.B,T.B
3284,2009020656,2,CAR,1,COL,CAR
3285,2009020657,3,BUF,2,TOR,BUF
3286,2009020658,4,DAL,3,NYI,DAL
3287,2009020659,2,CGY,3,CBJ,CBJ
3288,2009020660,1,BOS,3,NYR,NYR
3289,2009020661,3,BUF,4,COL,COL
3290,2009020662,1,TOR,4,PIT,PIT
3291,2009020663,1,MTL,2,N.J,N.J
3292,2009020664,0,OTT,3,FLA,FLA
3293,2009020665,4,PHI,1,T.B,PHI
3294,2009020666,1,ATL,8,WSH,WSH
3295,2009020667,2,NSH,3,ANA,ANA
3296,2009020668,6,MIN,5,CHI,MIN
3297,2009020669,4,PHX,5,NYI,NYI
3298,2009020670,2,VAN,3,CGY,CGY
3299,2009020671,3,L.A,4,STL,STL
3300,2009020672,1,S.J,4,DET,DET
3301,2009020673,4,CAR,1,OTT,CAR
3302,2009020674,2,CBJ,0,DAL,CBJ
3303,2009020675,1,CHI,3,ANA,ANA
3304,2009020676,4,MIN,3,PIT,MIN
3305,2009020677,2,CGY,3,COL,COL
3306,2009020678,2,VAN,3,NSH,NSH
3307,2009020679,1,L.A,2,S.J,S.J
3308,2009020680,2,TOR,4,CAR,CAR
3309,2009020681,6,NYI,0,DET,NYI
3310,2009020682,0,NYR,1,N.J,N.J
3311,2009020683,6,PHI,3,DAL,PHI
3312,2009020684,6,ATL,1,OTT,ATL
3313,2009020685,7,T.B,4,WSH,T.B
3314,2009020686,4,STL,1,CBJ,STL
3315,2009020687,3,EDM,5,NSH,NSH
3316,2009020688,1,PHX,3,S.J,S.J
3317,2009020689,5,MIN,2,VAN,MIN
3318,2009020690,4,FLA,5,WSH,WSH
3319,2009020691,1,CGY,3,PIT,PIT
3320,2009020692,4,ANA,3,BOS,ANA
3321,2009020693,4,TOR,0,PHI,TOR
3322,2009020694,0,NYR,2,OTT,OTT
3323,2009020695,1,ATL,2,BUF,BUF
3324,2009020696,5,MTL,3,DAL,MTL
3325,2009020697,2,T.B,3,FLA,FLA
3326,2009020698,3,DET,1,CAR,DET
3327,2009020699,1,STL,0,MIN,STL
3328,2009020700,3,CHI,0,CBJ,CHI
3329,2009020701,4,PHX,3,N.J,PHX
3330,2009020702,2,EDM,3,PIT,PIT
3331,2009020703,4,L.A,0,ANA,L.A
3332,2009020704,1,S.J,2,BOS,BOS
3333,2009020705,6,WSH,1,TOR,WSH
3334,2009020706,0,CGY,1,NSH,NSH
3335,2009020707,5,CBJ,6,CHI,CHI
3336,2009020708,3,DAL,2,DET,DAL
3337,2009020709,3,COL,1,N.J,COL
3338,2009020710,4,L.A,3,BOS,L.A
3339,2009020711,4,S.J,2,EDM,S.J
3340,2009020712,2,MTL,4,OTT,OTT
3341,2009020713,3,NYI,2,BUF,NYI
3342,2009020714,5,FLA,2,T.B,FLA
3343,2009020715,3,CAR,5,ATL,ATL
3344,2009020716,4,STL,1,NYR,STL
3345,2009020717,6,PHX,4,MIN,PHX
3346,2009020718,6,VAN,2,PIT,VAN
3347,2009020719,5,WSH,3,PHI,WSH
3348,2009020720,3,DET,4,CHI,CHI
3349,2009020721,6,NYR,2,MTL,NYR
3350,2009020722,5,ANA,4,CGY,ANA
3351,2009020723,1,BOS,5,OTT,OTT
3352,2009020724,4,NYI,0,N.J,NYI
3353,2009020725,2,CAR,3,T.B,T.B
3354,2009020726,4,CBJ,2,STL,CBJ
3355,2009020727,2,PHX,7,BUF,BUF
3356,2009020728,1,FLA,0,ATL,FLA
3357,2009020729,3,NSH,4,TOR,TOR
3358,2009020730,4,DAL,3,MIN,DAL
3359,2009020731,6,COL,0,EDM,COL
3360,2009020732,9,S.J,1,CGY,S.J
3361,2009020733,8,NYR,2,T.B,NYR
3362,2009020734,5,PHI,3,CBJ,PHI
3363,2009020735,3,WSH,2,DET,WSH
3364,2009020736,4,ATL,3,TOR,ATL
3365,2009020737,4,OTT,1,CHI,OTT
3366,2009020738,6,PIT,4,NYI,PIT
3367,2009020739,5,ANA,4,BUF,ANA
3368,2009020740,1,L.A,5,S.J,S.J
3369,2009020741,2,N.J,0,FLA,N.J
3370,2009020742,3,MTL,4,STL,STL
3371,2009020743,2,EDM,3,VAN,VAN
3372,2009020744,2,BOS,3,CBJ,CBJ
3373,2009020745,3,OTT,2,STL,OTT
3374,2009020746,2,NYI,1,FLA,NYI
3375,2009020747,2,PHI,0,NYR,PHI
3376,2009020748,2,ATL,5,CAR,CAR
3377,2009020749,3,T.B,2,TOR,T.B
3378,2009020750,3,PIT,6,WSH,WSH
3379,2009020751,3,MIN,4,DET,DET
3380,2009020752,4,PHX,2,NSH,PHX
3381,2009020753,1,CGY,3,CHI,CHI
3382,2009020754,4,VAN,3,DAL,VAN
3383,2009020755,4,L.A,3,BUF,L.A
3384,2009020756,3,S.J,1,ANA,S.J
3385,2009020757,1,N.J,3,MTL,MTL
3386,2009020758,2,COL,1,NSH,COL
3387,2009020759,3,EDM,4,DAL,DAL
3388,2009020760,1,BOS,2,OTT,OTT
3389,2009020761,4,PHI,2,CAR,PHI
3390,2009020762,6,MTL,0,NYR,MTL
3391,2009020763,2,NYI,4,N.J,N.J
3392,2009020764,4,WSH,2,PHX,WSH
3393,2009020765,2,FLA,0,TOR,FLA
3394,2009020766,2,DET,3,L.A,L.A
3395,2009020767,2,T.B,1,ATL,T.B
3396,2009020768,3,STL,4,ANA,ANA
3397,2009020769,4,MIN,2,CBJ,MIN
3398,2009020770,5,VAN,1,CHI,VAN
3399,2009020771,5,S.J,2,BUF,S.J
3400,2009020772,1,PHI,2,PIT,PIT
3401,2009020773,5,CAR,1,BOS,CAR
3402,2009020774,4,COL,0,DAL,COL
3403,2009020775,2,NYR,4,PIT,PIT
3404,2009020776,0,CGY,2,STL,STL
3405,2009020777,3,VAN,2,BUF,VAN
3406,2009020778,3,TOR,5,L.A,L.A
3407,2009020779,2,NYI,7,WSH,WSH
3408,2009020780,2,ATL,1,ANA,ATL
3409,2009020781,3,CBJ,2,NSH,CBJ
3410,2009020782,3,OTT,0,N.J,OTT
3411,2009020783,2,FLA,1,MTL,FLA
3412,2009020784,4,DET,5,PHX,PHX
3413,2009020785,2,EDM,4,CHI,CHI
3414,2009020786,2,BUF,1,N.J,BUF
3415,2009020787,1,NYR,5,CAR,CAR
3416,2009020788,5,WSH,1,ANA,WSH
3417,2009020789,3,T.B,0,MTL,T.B
3418,2009020790,5,MIN,2,DET,MIN
3419,2009020791,4,DAL,3,CGY,DAL
3420,2009020792,3,VAN,2,STL,VAN
3421,2009020793,3,PHI,4,ATL,ATL
3422,2009020794,1,PIT,4,OTT,OTT
3423,2009020795,4,CAR,1,NYI,CAR
3424,2009020796,1,CBJ,4,L.A,L.A
3425,2009020797,0,COL,1,MIN,MIN
3426,2009020798,3,PHX,2,CGY,PHX
3427,2009020799,1,EDM,2,STL,STL
3428,2009020800,3,S.J,4,CHI,CHI
3429,2009020801,5,N.J,4,TOR,N.J
3430,2009020802,4,WSH,1,FLA,WSH
3431,2009020803,2,BUF,1,BOS,BUF
3432,2009020804,1,T.B,2,ANA,ANA
3433,2009020805,4,DET,2,NSH,DET
3434,2009020806,3,DAL,2,COL,DAL
3435,2009020807,3,OTT,2,MTL,OTT
3436,2009020808,2,BOS,3,L.A,L.A
3437,2009020809,3,TOR,5,VAN,VAN
3438,2009020810,2,PHI,1,NYI,PHI
3439,2009020811,4,CAR,2,CHI,CAR
3440,2009020812,2,STL,3,CBJ,CBJ
3441,2009020813,4,NSH,3,ATL,NSH
3442,2009020814,3,PHX,2,NYR,PHX
3443,2009020815,6,CGY,1,EDM,CGY
3444,2009020816,5,S.J,2,MIN,S.J
3445,2009020817,2,PIT,1,DET,PIT
3446,2009020818,3,WSH,2,T.B,WSH
3447,2009020819,2,N.J,3,L.A,L.A
3448,2009020820,2,FLA,0,NYI,FLA
3449,2009020821,2,DAL,4,PHX,PHX
3450,2009020822,1,COL,3,NYR,NYR
3451,2009020823,5,PIT,4,BUF,PIT
3452,2009020824,0,FLA,3,ANA,ANA
3453,2009020825,0,CGY,3,PHI,PHI
3454,2009020826,4,EDM,2,CAR,EDM
3455,2009020827,1,BOS,4,WSH,WSH
3456,2009020828,3,TOR,0,N.J,TOR
3457,2009020829,1,ATL,2,T.B,T.B
3458,2009020830,3,MTL,2,VAN,MTL
3459,2009020831,0,NSH,1,PHX,PHX
3460,2009020832,4,DAL,2,MIN,DAL
3461,2009020833,5,COL,1,CBJ,COL
3462,2009020834,2,L.A,1,NYR,L.A
3463,2009020835,2,S.J,4,DET,DET
3464,2009020836,2,BUF,4,OTT,OTT
3465,2009020837,2,CHI,3,STL,STL
3466,2009020838,4,CGY,1,CAR,CGY
3467,2009020839,1,EDM,0,PHI,EDM
3468,2009020840,3,ANA,1,DET,ANA
3469,2009020841,2,BOS,3,MTL,MTL
3470,2009020842,5,NYR,6,WSH,WSH
3471,2009020843,2,CBJ,1,DAL,CBJ
3472,2009020844,3,OTT,1,VAN,OTT
3473,2009020845,5,T.B,2,NYI,T.B
3474,2009020846,2,STL,4,S.J,S.J
3475,2009020847,5,NSH,3,COL,NSH
3476,2009020848,4,MIN,2,EDM,MIN
3477,2009020849,6,L.A,4,ANA,L.A
3478,2009020850,4,N.J,3,TOR,N.J
3479,2009020851,5,WSH,2,ATL,WSH
3480,2009020852,3,BUF,4,CAR,CAR
3481,2009020853,1,FLA,2,CGY,CGY
3482,2009020854,1,CHI,2,PHX,PHX
3483,2009020855,2,BOS,3,VAN,VAN
3484,2009020856,5,MTL,3,PIT,MTL
3485,2009020857,4,L.A,3,DET,L.A
3486,2009020858,4,DAL,0,PHX,DAL
3487,2009020859,5,TOR,0,OTT,TOR
3488,2009020860,1,NYI,3,CAR,CAR
3489,2009020861,3,NYR,1,N.J,NYR
3490,2009020862,4,ATL,2,FLA,ATL
3491,2009020863,2,T.B,1,CGY,T.B
3492,2009020864,4,CBJ,0,BUF,CBJ
3493,2009020865,1,STL,2,CHI,CHI
3494,2009020866,3,NSH,4,S.J,S.J
3495,2009020867,2,MIN,1,PHI,MIN
3496,2009020868,3,COL,0,EDM,COL
3497,2009020869,0,MTL,3,BOS,BOS
3498,2009020870,5,WSH,4,PIT,WSH
3499,2009020871,2,TOR,3,S.J,S.J
3500,2009020872,3,PHI,2,N.J,PHI
3501,2009020873,5,COL,2,STL,COL
3502,2009020874,6,PHX,1,EDM,PHX
3503,2009020875,4,ANA,2,L.A,ANA
3504,2009020876,2,BUF,3,BOS,BOS
3505,2009020877,4,NYI,3,NSH,NYI
3506,2009020878,4,CAR,1,FLA,CAR
3507,2009020879,3,OTT,2,CGY,OTT
3508,2009020880,3,T.B,1,VAN,T.B
3509,2009020881,4,STL,3,DET,STL
3510,2009020882,4,CHI,3,DAL,CHI
3511,2009020883,2,N.J,3,PHI,PHI
3512,2009020884,1,NYR,2,NSH,NSH
3513,2009020885,3,CBJ,0,S.J,CBJ
3514,2009020886,6,MTL,5,WSH,MTL
3515,2009020887,3,PIT,1,NYI,PIT
3516,2009020888,2,MIN,3,PHX,PHX
3517,2009020889,4,COL,3,ATL,COL
3518,2009020890,3,ANA,2,EDM,ANA
3519,2009020891,6,OTT,5,WSH,OTT
3520,2009020892,4,CAR,3,BUF,CAR
3521,2009020893,4,T.B,5,BOS,BOS
3522,2009020894,0,FLA,3,VAN,VAN
3523,2009020895,2,DET,3,S.J,S.J
3524,2009020896,1,CGY,3,DAL,DAL
3525,2009020897,2,L.A,3,EDM,EDM
3526,2009020898,5,N.J,2,NSH,N.J
3527,2009020899,3,PHI,2,MTL,PHI
3528,2009020900,3,CBJ,4,VAN,VAN
3529,2009020901,2,PIT,3,NYR,NYR
3530,2009020902,4,STL,0,TOR,STL
3531,2009020903,2,MIN,3,ATL,ATL
3532,2009020904,2,COL,1,PHX,COL
3533,2009020905,5,NYI,4,T.B,NYI
3534,2009020906,3,BUF,1,S.J,BUF
3535,2009020907,2,MTL,6,PHI,PHI
3536,2009020908,5,CAR,2,N.J,CAR
3537,2009020909,2,FLA,3,BOS,BOS
3538,2009020910,4,DET,1,OTT,DET
3539,2009020911,4,STL,3,WSH,STL
3540,2009020912,0,PHX,3,DAL,DAL
3541,2009020913,5,CHI,4,ATL,CHI
3542,2009020914,3,CGY,1,ANA,CGY
3543,2009020915,3,L.A,0,COL,L.A
3544,2009020916,5,NYR,2,T.B,NYR
3545,2009020917,3,PIT,4,NSH,NSH
3546,2009020918,6,MIN,2,VAN,MIN
3547,2009020919,3,NYI,4,OTT,OTT
3548,2009020920,4,CBJ,5,CHI,CHI
3549,2009020921,3,EDM,7,ANA,ANA
3550,2009020922,2,COL,3,DET,DET
3551,2009020923,1,BOS,4,MTL,MTL
3552,2009020924,1,TOR,5,CAR,CAR
3553,2009020925,5,NYI,3,CHI,NYI
3554,2009020926,4,ATL,2,FLA,ATL
3555,2009020927,3,CBJ,4,VAN,VAN
3556,2009020928,1,OTT,4,NYR,NYR
3557,2009020929,3,PIT,2,BUF,PIT
3558,2009020930,2,T.B,7,PHI,PHI
3559,2009020931,4,NSH,3,EDM,NSH
3560,2009020932,1,DAL,5,L.A,L.A
3561,2009020933,2,PHX,5,STL,STL
3562,2009020934,3,S.J,4,N.J,N.J
3563,2009020935,1,BUF,3,WSH,WSH
3564,2009020936,7,FLA,4,PHI,FLA
3565,2009020937,3,DET,6,VAN,VAN
3566,2009020938,5,CHI,2,EDM,CHI
3567,2009020939,0,CGY,4,MIN,MIN
3568,2009020940,3,ANA,4,COL,COL
3569,2009020941,3,BOS,2,TOR,BOS
3570,2009020942,4,NYR,5,PIT,PIT
3571,2009020943,5,WSH,4,T.B,WSH
3572,2009020944,4,CAR,1,OTT,CAR
3573,2009020945,6,ATL,3,NYI,ATL
3574,2009020946,4,NSH,2,L.A,NSH
3575,2009020947,1,DAL,6,STL,STL
3576,2009020948,3,PHX,1,COL,PHX
3577,2009020949,3,S.J,2,MTL,S.J
3578,2009020950,3,BUF,2,PHI,BUF
3579,2009020951,5,DET,2,NSH,DET
3580,2009020952,6,CHI,3,VAN,CHI
3581,2009020953,5,CGY,3,N.J,CGY
3582,2009020954,2,EDM,1,MIN,EDM
3583,2009020955,6,PIT,3,DAL,PIT
3584,2009020956,2,NYI,3,BOS,BOS
3585,2009020957,1,OTT,2,TOR,TOR
3586,2009020958,2,WSH,0,NYR,WSH
3587,2009020959,4,FLA,1,CAR,FLA
3588,2009020960,6,T.B,2,ATL,T.B
3589,2009020961,4,PHX,0,ANA,PHX
3590,2009020962,7,COL,3,STL,COL
3591,2009020963,2,L.A,4,MTL,MTL
3592,2009020964,2,S.J,1,CBJ,S.J
3593,2009020965,2,PIT,1,BOS,PIT
3594,2009020966,2,NSH,4,VAN,VAN
3595,2009020967,2,MIN,5,CGY,CGY
3596,2009020968,0,ATL,4,CAR,CAR
3597,2009020969,1,NYR,2,BUF,BUF
3598,2009020970,3,PHI,1,TOR,PHI
3599,2009020971,4,CHI,5,DET,DET
3600,2009020972,2,EDM,0,N.J,EDM
3601,2009020973,3,ANA,4,MTL,MTL
3602,2009020974,3,WSH,4,DAL,DAL
3603,2009020975,6,L.A,0,CBJ,L.A
3604,2009020976,4,TOR,3,BOS,TOR
3605,2009020977,3,PHI,2,NYI,PHI
3606,2009020978,1,ATL,2,NSH,NSH
3607,2009020979,5,MTL,3,T.B,MTL
3608,2009020980,2,DET,4,CGY,CGY
3609,2009020981,2,MIN,3,FLA,FLA
3610,2009020982,4,COL,6,VAN,VAN
3611,2009020983,1,EDM,4,OTT,OTT
3612,2009020984,2,ANA,5,CBJ,CBJ
3613,2009020985,5,BUF,3,DAL,BUF
3614,2009020986,6,N.J,3,NYR,N.J
3615,2009020987,4,WSH,3,CAR,WSH
3616,2009020988,3,CHI,2,L.A,CHI
3617,2009020989,4,PHX,3,VAN,PHX
3618,2009020990,4,TOR,3,T.B,TOR
3619,2009020991,1,NYI,2,STL,STL
3620,2009020992,1,PHI,5,BOS,BOS
3621,2009020993,4,CAR,3,PIT,CAR
3622,2009020994,2,CBJ,1,ATL,CBJ
3623,2009020995,5,MTL,4,EDM,MTL
3624,2009020996,5,DET,1,MIN,DET
3625,2009020997,3,COL,0,FLA,COL
3626,2009020998,2,CGY,0,OTT,CGY
3627,2009020999,8,S.J,5,NSH,S.J
3628,2009021000,3,N.J,1,PIT,N.J
3629,2009021001,2,WSH,3,T.B,T.B
3630,2009021002,2,BUF,3,MIN,MIN
3631,2009021003,2,ATL,5,NYR,NYR
3632,2009021004,1,DAL,2,L.A,L.A
3633,2009021005,0,ANA,1,NSH,NSH
